sample_id,mechanism,generalization_group,baseline,mean_rgb,spatial_std,dark_pixel_fraction,saturated_pixel_fraction,temporal_frame_mae,early_mae_vs_original,late_mae_vs_original,quality_collapse,video_path
eval_brittle_fracture_seen_unseen_02,brittle_fracture,seen_unseen,original,170.0442,27.2832,0.001635,0.010825,4.5323,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/brittle_fracture/videos/eval_brittle_fracture_seen_unseen_02.mp4
eval_brittle_fracture_seen_unseen_02,brittle_fracture,seen_unseen,negative_prompt,154.9258,35.4976,0.001692,0.034630,7.0750,25.0559,30.4242,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/brittle_fracture/videos/eval_brittle_fracture_seen_unseen_02.mp4
eval_brittle_fracture_seen_unseen_02,brittle_fracture,seen_unseen,t2vunlearning_adapted,91.3432,72.3532,0.199257,0.049161,10.1996,97.4522,89.9752,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/brittle_fracture/videos/eval_brittle_fracture_seen_unseen_02.mp4
eval_brittle_fracture_seen_unseen_02,brittle_fracture,seen_unseen,videoeraser_official,165.2240,58.3780,0.018038,0.027403,7.6824,45.9939,50.7738,false,outputs/protocol_v1/videoeraser_official/brittle_fracture/videos/eval_brittle_fracture_seen_unseen_02.mp4
eval_brittle_fracture_seen_unseen_03,brittle_fracture,seen_unseen,original,155.3861,32.1924,0.011887,0.000270,6.2161,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/brittle_fracture/videos/eval_brittle_fracture_seen_unseen_03.mp4
eval_brittle_fracture_seen_unseen_03,brittle_fracture,seen_unseen,negative_prompt,141.4775,35.6168,0.000701,0.010342,4.0116,26.5986,27.0091,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/brittle_fracture/videos/eval_brittle_fracture_seen_unseen_03.mp4
eval_brittle_fracture_seen_unseen_03,brittle_fracture,seen_unseen,t2vunlearning_adapted,59.4896,64.3874,0.441938,0.027534,5.7348,115.5043,103.1547,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/brittle_fracture/videos/eval_brittle_fracture_seen_unseen_03.mp4
eval_brittle_fracture_seen_unseen_03,brittle_fracture,seen_unseen,videoeraser_official,184.2342,53.9863,0.033228,0.060517,4.7434,47.5602,59.7376,false,outputs/protocol_v1/videoeraser_official/brittle_fracture/videos/eval_brittle_fracture_seen_unseen_03.mp4
eval_brittle_fracture_seen_unseen_04,brittle_fracture,seen_unseen,original,203.1400,33.5496,0.003886,0.001982,4.7295,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/brittle_fracture/videos/eval_brittle_fracture_seen_unseen_04.mp4
eval_brittle_fracture_seen_unseen_04,brittle_fracture,seen_unseen,negative_prompt,183.8394,34.7180,0.006000,0.013796,6.1584,28.2468,23.6161,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/brittle_fracture/videos/eval_brittle_fracture_seen_unseen_04.mp4
eval_brittle_fracture_seen_unseen_04,brittle_fracture,seen_unseen,t2vunlearning_adapted,96.9359,64.2589,0.017517,0.050247,9.7858,122.2837,111.2210,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/brittle_fracture/videos/eval_brittle_fracture_seen_unseen_04.mp4
eval_brittle_fracture_seen_unseen_04,brittle_fracture,seen_unseen,videoeraser_official,208.8464,51.4214,0.018508,0.018705,7.2598,21.2233,21.9172,false,outputs/protocol_v1/videoeraser_official/brittle_fracture/videos/eval_brittle_fracture_seen_unseen_04.mp4
eval_brittle_fracture_unseen_unseen_00,brittle_fracture,unseen_unseen,original,199.0316,37.7227,0.002976,0.009976,4.9623,0.0000,0.0000,false,outputs/protocol_v1/eval_cogvideox_original/brittle_fracture/videos/eval_brittle_fracture_unseen_unseen_00.mp4
eval_brittle_fracture_unseen_unseen_00,brittle_fracture,unseen_unseen,negative_prompt,179.0909,34.2789,0.000236,0.012950,4.4290,29.7175,28.1921,false,outputs/protocol_v1/eval_cogvideox_negative_prompt/brittle_fracture/videos/eval_brittle_fracture_unseen_unseen_00.mp4
eval_brittle_fracture_unseen_unseen_00,brittle_fracture,unseen_unseen,t2vunlearning_adapted,113.2204,47.2395,0.000014,0.030030,9.8096,110.4491,85.3764,false,outputs/protocol_v1/eval_t2vunlearning_adapted_ckpt100/brittle_fracture/videos/eval_brittle_fracture_unseen_unseen_00.mp4
eval_brittle_fracture_unseen_unseen_00,brittle_fracture,unseen_unseen,videoeraser_official,187.5926,54.5724,0.011130,0.002896,4.9960,30.0537,33.7597,false,outputs/protocol_v1/videoeraser_official/brittle_fracture/videos/eval_brittle_fracture_unseen_unseen_00.mp4
